Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
417,Kyrgyzstan,2005,GDP in current prices (millions of US dollars),"2,460",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2010,GDP in current prices (millions of US dollars),"4,794",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2015,GDP in current prices (millions of US dollars),"6,678",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2017,GDP in current prices (millions of US dollars),"7,703",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2018,GDP in current prices (millions of US dollars),"8,271",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2019,GDP in current prices (millions of US dollars),"8,455",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,1995,GDP per capita (US dollars),327,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2005,GDP per capita (US dollars),485,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2010,GDP per capita (US dollars),884,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2015,GDP per capita (US dollars),"1,121",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2017,GDP per capita (US dollars),"1,244",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2018,GDP per capita (US dollars),"1,312",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2019,GDP per capita (US dollars),"1,318",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,1995,GDP in constant 2010 prices (millions of US dollars),"2,678",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2005,GDP in constant 2010 prices (millions of US dollars),"4,237",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2010,GDP in constant 2010 prices (millions of US dollars),"5,263",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2015,GDP in constant 2010 prices (millions of US dollars),"6,678",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2017,GDP in constant 2010 prices (millions of US dollars),"7,298",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2018,GDP in constant 2010 prices (millions of US dollars),"7,572",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2019,GDP in constant 2010 prices (millions of US dollars),"7,914",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,1995,GDP real rates of growth (percent),-5.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2005,GDP real rates of growth (percent),-0.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2010,GDP real rates of growth (percent),-0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2015,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2017,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2018,GDP real rates of growth (percent),3.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,2019,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,1995,GDP in current prices (millions of US dollars),"1,852",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2005,GDP in current prices (millions of US dollars),"2,946",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2010,GDP in current prices (millions of US dollars),"7,313",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2015,GDP in current prices (millions of US dollars),"14,390",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2017,GDP in current prices (millions of US dollars),"17,071",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2018,GDP in current prices (millions of US dollars),"18,142",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2019,GDP in current prices (millions of US dollars),"18,823",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,1995,GDP per capita (US dollars),382,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2005,GDP per capita (US dollars),512,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2010,GDP per capita (US dollars),"1,170",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2015,GDP per capita (US dollars),"2,135",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2017,GDP per capita (US dollars),"2,455",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2018,GDP per capita (US dollars),"2,569",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2019,GDP per capita (US dollars),"2,625",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,1995,GDP in constant 2010 prices (millions of US dollars),"3,644",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2005,GDP in constant 2010 prices (millions of US dollars),"6,743",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2010,GDP in constant 2010 prices (millions of US dollars),"9,899",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2015,GDP in constant 2010 prices (millions of US dollars),"14,390",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2017,GDP in constant 2010 prices (millions of US dollars),"16,463",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
418,Lao People's Dem. Rep.,2018,GDP in constant 2010 prices (millions of US dollars),"17,491",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
